ZoneName,OrgName,OrgType,Sex,Age,MarStatus,EduLevele,Fieldcat,Expiriance,Possition,AvilStatistician,ResearchPractice,statisticalprocedures,DataHandling,WayDatAnalysis,AsField,InstStatician,Attention,SuportResearch,Encourage,workposition,understood,DegreeLevel,NeededPlan,Access,Apply,TrianingNeed,Agecat,Expcat,Awareness
Hadia Zone,Females and Chiled,Government,Male,27,Married,MSc Degree,Business and economics,2,profetional worker,Yes,Never,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Hadia Zone,Females and Chiled,Government,Male,46,Married,BSc Degree,Business and economics,8,Possion holder,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,More than or equal to 41,10-Jun,No
Hadia Zone,Females and Chiled,Government,Male,22,Married,BSc Degree,Business and economics,1,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Hadia Zone,Females and Chiled,Government,Male,42,Married,MSc Degree,Business and economics,7,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Hadia Zone,Females and Chiled,Government,Female,30,Married,MSc Degree,Business and economics,5,profetional worker,Yes,Never,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20-30,less than or equal to 5,No
Hadia Zone,Females and Chiled,Government,Male,35,Married,MSc Degree,Behavioral science,1,profetional worker,No,Sometimes,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Females and Chiled,Government,Female,29,Married,BSc Degree,Social and humanity,9,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,20-30,10-Jun,Yes
Hadia Zone,Females and Chiled,Government,Male,27,Married,MSc Degree,Business and economics,2,profetional worker,Yes,Never,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Hadia Zone,Females and Chiled,Government,Male,22,Married,BSc Degree,Business and economics,1,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Hadia Zone,Females and Chiled,Government,Female,30,Married,MSc Degree,Business and economics,5,profetional worker,Yes,Never,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20-30,less than or equal to 5,No
Hadia Zone,Females and Chiled,Government,Female,29,Married,BSc Degree,Social and humanity,9,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,20-30,10-Jun,Yes
Hadia Zone,Agriculture,Government,Male,38,Married,BSc Degree,Agriculture and natural resource,11,profetional worker,No,Sometimes,No,Besed on the understanding of the worker,using comittes,No,No,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,31-40,15-Nov,No
Hadia Zone,Agriculture,Government,Male,40,Married,BSc Degree,Agriculture and natural resource,12,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,No,No,Disagree,No,No,No,No,Yes,Yes,No,No,Yes,31-40,15-Nov,No
Hadia Zone,Agriculture,Government,Male,55,Married,MSc Degree,Agriculture and natural resource,35,profetional worker,No,Never,No,prepared by profetionals,other,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Hadia Zone,Agriculture,Government,Male,43,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Hadia Zone,Agriculture,Government,Male,40,Married,BSc Degree,Business and economics,22,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,Yes,No,Yes,No,Yes,Yes,31-40,More than or equal to 16,No
Hadia Zone,Agriculture,Government,Male,38,Single,MSc Degree,Agriculture and natural resource,9,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Hadia Zone,Agriculture,Government,Male,35,Married,BSc Degree,Social and humanity,1,profetional worker,No,Sometimes,Yes,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,some level agree,No,No,No,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Agriculture,Government,Male,42,Married,BSc Degree,Agriculture and natural resource,16,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,No,Yes,No,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Hadia Zone,Agriculture,Government,Male,40,Married,MSc Degree,Agriculture and natural resource,20,Possion holder,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,31-40,More than or equal to 16,No
Hadia Zone,Agriculture,Government,Male,57,Married,MSc Degree,Agriculture and natural resource,27,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,No,Yes,No,No,Yes,No,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Hadia Zone,Agriculture,Government,Female,33,Married,BSc Degree,Agriculture and natural resource,6,profetional worker,No,Sometimes,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Hadia Zone,Agriculture,Government,Male,36,Married,MSc Degree,Agriculture and natural resource,11,profetional worker,Yes,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,Yes,No,Yes,Yes,Yes,31-40,15-Nov,Yes
Hadia Zone,Agriculture,Government,Male,32,Married,BSc Degree,Agriculture and natural resource,11,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,31-40,15-Nov,No
Hadia Zone,Agriculture,Government,Female,54,Married,BSc Degree,Agriculture and natural resource,3,profetional worker,No,Always,Yes,prepared by profetionals,other,Yes,No,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Hadia Zone,Agriculture,Government,Female,41,Married,PhD Degree,Agriculture and natural resource,4,profetional worker,No,Never,No,other,other,Yes,Yes,Disagree,No,No,No,No,Yes,No,Yes,Yes,No,More than or equal to 41,less than or equal to 5,No
Hadia Zone,Agriculture,Government,Male,35,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Hadia Zone,Agriculture,Government,Male,43,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Hadia Zone,Agriculture,Government,Male,38,Single,MSc Degree,Agriculture and natural resource,9,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Hadia Zone,Agriculture,Government,Male,42,Married,BSc Degree,Agriculture and natural resource,16,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,No,Yes,No,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Hadia Zone,Agriculture,Government,Female,33,Married,BSc Degree,Agriculture and natural resource,6,profetional worker,No,Sometimes,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Hadia Zone,Agriculture,Government,Male,32,Married,BSc Degree,Agriculture and natural resource,11,profetional worker,Yes,Always,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,31-40,15-Nov,No
Hadia Zone,Agriculture,Government,Female,41,Married,PhD Degree,Agriculture and natural resource,4,profetional worker,No,Never,No,other,other,Yes,Yes,Disagree,No,No,No,No,Yes,No,Yes,Yes,No,More than or equal to 41,less than or equal to 5,No
Silte Zone,water and enerji,Government,Male,29,Married,BSc Degree,Engineering technology,2,profetional worker,No,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Silte Zone,water and enerji,Government,Female,30,Married,MSc Degree,Engineering technology,3,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,on the interest of hiegher body,No,No,Disagree,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Silte Zone,water and enerji,Government,Female,23,Single,BSc Degree,Natural and computational sciences,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Silte Zone,water and enerji,Government,Female,28,Married,BSc Degree,Engineering technology,8,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,20-30,10-Jun,No
Silte Zone,water and enerji,Government,Female,38,Married,BSc Degree,Business and economics,10,profetional worker,Yes,Sometimes,No,other,other,No,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Silte Zone,water and enerji,Government,Female,32,Married,BSc Degree,Business and economics,2,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Silte Zone,water and enerji,Government,Female,32,Married,BSc Degree,Business and economics,3,profetional worker,No,Usually,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Silte Zone,water and enerji,Government,Male,29,Married,BSc Degree,Engineering technology,2,profetional worker,No,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gamo Zone,Health,Government,Male,25,Single,BSc Degree,Natural and computational sciences,1,Possion holder,Yes,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gamo Zone,Health,Government,Female,38,Single,MSc Degree,Health science,6,Possion holder,Yes,Usually,Yes,prepared by profetionals,other,Yes,No,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Gamo Zone,Health,Government,Male,36,Married,MSc Degree,Health science,2,profetional worker,Yes,Never,No,other,using comittes,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,Health,Government,Female,44,Married,BSc Degree,Business and economics,16,profetional worker,Yes,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,No
Gamo Zone,Health,Government,Female,22,Single,BSc Degree,Business and economics,1,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gamo Zone,Health,Government,Male,35,Single,MSc Degree,Health science,1,profetional worker,Yes,Usually,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,Health,Government,Male,34,Married,BSc Degree,Health science,13,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,15-Nov,Yes
Gamo Zone,Health,Government,Male,34,Married,BSc Degree,Health science,13,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,15-Nov,Yes
Gamo Zone,Health,Government,Male,55,Married,MSc Degree,Health science,35,profetional worker,Yes,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gamo Zone,Health,Government,Male,25,Single,BSc Degree,Engineering technology,2,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,No,No,Yes,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,Yes
Gamo Zone,Health,Government,Female,54,Married,BSc Degree,Health science,10,profetional worker,Yes,Never,No,Besed on the understanding of the worker,using comittes,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gamo Zone,Health,Government,Female,45,Married,BSc Degree,Health science,4,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gamo Zone,Health,Government,Male,56,Married,BSc Degree,Health science,32,profetional worker,Yes,Usually,Yes,other,in scientific way with profetionals,Yes,No,Disagree,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gamo Zone,Health,Government,Female,32,Single,MSc Degree,Health science,7,profetional worker,Yes,Never,No,other,in scientific way with profetionals,Yes,Yes,Agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Gamo Zone,Health,Government,Male,39,Married,BSc Degree,Health science,3,profetional worker,No,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Male,32,Married,BSc Degree,Agriculture and natural resource,7,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Gamo Zone,interprize,Government,Female,37,Married,BSc Degree,Business and economics,6,profetional worker,Yes,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Gamo Zone,interprize,Government,Male,40,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Female,27,Married,BSc Degree,Agriculture and natural resource,2,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Female,30,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gamo Zone,interprize,Government,Female,44,Divorced,BSc Degree,Business and economics,2,profetional worker,Yes,Never,No,prepared by profetionals,other,Yes,No,Disagree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,39,Married,MSc Degree,Business and economics,1,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,35,Single,BSc Degree,Engineering technology,1,profetional worker,Yes,Sometimes,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Male,39,Married,MSc Degree,Business and economics,1,profetional worker,No,Never,No,other,other,Yes,Yes,Disagree,No,No,No,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Male,42,Married,BSc Degree,Business and economics,7,profetional worker,No,Sometimes,Yes,when  asked by the hiegher body,using comittes,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Gamo Zone,interprize,Government,Male,42,Married,BSc Degree,Business and economics,5,profetional worker,No,Sometimes,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Female,35,Married,MSc Degree,Engineering technology,1,profetional worker,No,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Male,30,Married,MSc Degree,Engineering technology,1,profetional worker,Yes,Usually,Yes,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,27,Single,BSc Degree,Engineering technology,2,profetional worker,No,Usually,No,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,38,Single,BSc Degree,Business and economics,6,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,using comittes,Yes,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Gamo Zone,interprize,Government,Male,29,Married,BSc Degree,Business and economics,1,profetional worker,No,Usually,Yes,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,43,Married,BSc Degree,Engineering technology,2,profetional worker,Yes,Always,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,32,Married,BSc Degree,Business and economics,6,profetional worker,No,Never,No,when  asked by the hiegher body,using comittes,Yes,Yes,some level agree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,10-Jun,No
Gamo Zone,interprize,Government,Female,25,Single,BSc Degree,Engineering technology,1,profetional worker,Yes,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,No,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,25,Single,BSc Degree,Engineering technology,1,profetional worker,Yes,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Male,34,Married,MSc Degree,Business and economics,5,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,using comittes,Yes,Yes,Disagree,No,No,Yes,No,No,No,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,interprize,Government,Female,40,Married,MSc Degree,Business and economics,6,profetional worker,Yes,Never,No,other,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Gamo Zone,interprize,Government,Male,48,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gamo Zone,interprize,Government,Female,33,Married,BSc Degree,Business and economics,7,profetional worker,Yes,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,31-40,10-Jun,No
Gamo Zone,interprize,Government,Male,45,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gamo Zone,interprize,Government,Male,31,Married,BSc Degree,Natural and computational sciences,3,profetional worker,No,Never,No,prepared by profetionals,using comittes,Yes,Yes,Disagree,No,No,No,No,No,No,No,No,Yes,31-40,less than or equal to 5,No
Gamo Zone,interprize,Government,Female,34,Married,MSc Degree,Business and economics,8,profetional worker,Yes,Never,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,No,Yes,No,Yes,No,31-40,10-Jun,No
Gamo Zone,Agriculture,Government,Female,35,Single,MSc Degree,Agriculture and natural resource,7,profetional worker,No,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Gamo Zone,Agriculture,Government,Male,52,Single,BSc Degree,Agriculture and natural resource,27,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,No,Yes,Yes,No,No,Yes,No,Yes,More than or equal to 41,More than or equal to 16,Yes
Gamo Zone,Agriculture,Government,Male,31,Married,MSc Degree,Agriculture and natural resource,11,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,Agree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,31-40,15-Nov,No
Gamo Zone,Agriculture,Government,Male,47,Single,BSc Degree,Agriculture and natural resource,2,profetional worker,No,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Gamo Zone,Agriculture,Government,Male,33,Married,BSc Degree,Agriculture and natural resource,1,profetional worker,No,Never,No,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gamo Zone,Agriculture,Government,Male,30,Married,BSc Degree,Business and economics,2,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gamo Zone,Agriculture,Government,Male,44,Divorced,BSc Degree,Agriculture and natural resource,13,profetional worker,Yes,Sometimes,No,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,No,Yes,No,No,Yes,No,Yes,Yes,More than or equal to 41,15-Nov,No
Gamo Zone,Agriculture,Government,Male,45,Married,BSc Degree,Agriculture and natural resource,15,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,No,No,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,15-Nov,Yes
Gamo Zone,Agriculture,Government,Male,39,Married,MSc Degree,Agriculture and natural resource,18,profetional worker,Yes,Usually,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,No,Yes,No,Yes,Yes,31-40,More than or equal to 16,Yes
Gamo Zone,Agriculture,Government,Male,52,Married,BSc Degree,Business and economics,16,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,other,Yes,No,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gamo Zone,Agriculture,Government,Male,33,Married,MSc Degree,Agriculture and natural resource,5,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,other,Yes,No,Disagree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gamo Zone,Agriculture,Government,Female,29,Married,BSc Degree,Natural and computational sciences,8,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,20-30,10-Jun,No
Gamo Zone,Agriculture,Government,Male,33,Single,MSc Degree,Business and economics,9,profetional worker,Yes,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Gamo Zone,Agriculture,Government,Male,36,Single,BSc Degree,Agriculture and natural resource,2,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Gamo Zone,Agriculture,Government,Female,28,Married,MSc Degree,Engineering technology,3,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gamo Zone,Agriculture,Government,Male,31,Single,BSc Degree,Social and humanity,8,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,31-40,10-Jun,Yes
Gamo Zone,Agriculture,Government,Male,48,Married,BSc Degree,Agriculture and natural resource,24,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,Yes,No,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Gamo Zone,Agriculture,Government,Female,43,Married,BSc Degree,Business and economics,14,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,More than or equal to 41,15-Nov,No
Gamo Zone,Agriculture,Government,Female,43,Married,BSc Degree,Business and economics,14,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,No,Yes,Yes,More than or equal to 41,15-Nov,No
Gamo Zone,Agriculture,Government,Male,52,Single,BSc Degree,Agriculture and natural resource,27,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,No,Yes,Yes,No,No,Yes,No,Yes,More than or equal to 41,More than or equal to 16,Yes
